,Name,Link
146,Archived,https://web.archive.org/web/20230119235858/https://www.vulture.com/2023/01/andrea-riseborough-to-leslie-oscar-buzz-timeline.html
147,"""Was the Andrea Riseborough Oscar Campaign Illegal?""",https://puck.news/was-the-andrea-riseborough-oscar-campaign-illegal/
148,Archived,https://web.archive.org/web/20230127052848/https://puck.news/was-the-andrea-riseborough-oscar-campaign-illegal/
149,,https://variety.com/2023/awards/awards/to-leslie-andrea-riseborough-instagram-post-1235505104/
150,Archived,https://web.archive.org/web/20230202002247/https://variety.com/2023/awards/awards/to-leslie-andrea-riseborough-instagram-post-1235505104/
151,"""Academy 'Conducting Review' After Andrea Riseborough's Surprise Oscar Nomination""",https://variety.com/2023/awards/awards/andrea-riseborough-to-leslie-oscars-academy-review-1235504914/
152,Archived,https://web.archive.org/web/20230128002434/https://variety.com/2023/awards/awards/andrea-riseborough-to-leslie-oscars-academy-review-1235504914/
153,"""Andrea Riseborough Will Retain Oscar Nomination, but Social Media Offenders Will be Addressed by Film Academy""",https://variety.com/2023/awards/news/andrea-riseborough-keeps-oscar-nomination-to-leslie-investigation-1235507099/
154,Archived,https://web.archive.org/web/20230131233908/https://variety.com/2023/awards/news/andrea-riseborough-keeps-oscar-nomination-to-leslie-investigation-1235507099/
155,"""Angela Bassett was visibly upset following Oscars Best Supporting Actress loss""",https://news.yahoo.com/angela-bassett-visibly-upset-following-071900357.html
156,Archived,https://web.archive.org/web/20230314095126/https://news.yahoo.com/angela-bassett-visibly-upset-following-071900357.html
157,"""Fans rally behind Angela Bassett after her 'sore loser' reaction at the 2023 Oscars""",https://www.msn.com/en-us/movies/oscars/fans-rally-behind-angela-bassett-after-her-sore-loser-reaction-at-the-2023-oscars/ar-AA18AgPN
158,Archived,https://web.archive.org/web/20230318075253/https://www.msn.com/en-us/movies/oscars/fans-rally-behind-angela-bassett-after-her-sore-loser-reaction-at-the-2023-oscars/ar-AA18AgPN
